sample,pop
SINx026,SIN
SINx027,SIN
SINx028,SIN
SINx029,SIN
SINx030,SIN
SINx031,SIN
SINx032,SIN
SINx033,SIN
SINx034,SIN
SINx035,SIN
SINx036,SIN
SINx037,SIN
SINx038,SIN
SINx039,SIN
SINx040,SIN
SINx041,SIN
SINx042,SIN
SINx043,SIN
SINx044,SIN
SINx045,SIN
SINx046,SIN
SINx047,SIN
SINx048,SIN
SOOx001,SOO
SOOx002,SOO
SOOx003,SOO
SOOx004,SOO
SOOx005,SOO
SOOx006,SOO
SOOx007,SOO
SOOx008,SOO
SOOx009,SOO
SOOx010,SOO
SOOx011,SOO
SOOx012,SOO
SOOx013,SOO
SOOx014,SOO
SOOx015,SOO
SOOx016,SOO
SOOx017,SOO
SOOx018,SOO
SOOx019,SOO
SOOx020,SOO
SOOx021,SOO
SOOx022,SOO
SOOx023,SOO
SOOx024,SOO
SOOx025,SOO
SOOx026,SOO
SOOx027,SOO
SOOx028,SOO
SOOx029,SOO
SOOx030,SOO
SOOx031,SOO
SOOx032,SOO
SOOx033,SOO
SOOx034,SOO
SOOx035,SOO
SOOx036,SOO
SOOx037,SOO
SOOx038,SOO
SOOx039,SOO
SOOx040,SOO
SOOx041,SOO
SOOx042,SOO
SOOx043,SOO
SOOx044,SOO
SOOx045,SOO
SOOx046,SOO
SOOx047,SOO
SOOx048,SOO
SPRx001,SPR
SPRx002,SPR
SPRx003,SPR
SPRx004,SPR
SPRx005,SPR
SPRx006,SPR
SPRx007,SPR
SPRx008,SPR
SPRx009,SPR
SPRx010,SPR
SPRx011,SPR
SPRx012,SPR
SPRx013,SPR
SPRx014,SPR
SPRx015,SPR
SPRx016,SPR
SPRx017,SPR
SPRx018,SPR
SPRx019,SPR
SPRx020,SPR
SPRx021,SPR
SPRx022,SPR
SPRx023,SPR
SPRx024,SPR
SPRx025,SPR
SPRx026,SPR
SPRx027,SPR
SPRx028,SPR
SPRx029,SPR
SPRx030,SPR
SPRx031,SPR
SPRx032,SPR
SPRx033,SPR
SPRx034,SPR
SPRx035,SPR
SPRx036,SPR
SPRx037,SPR
SPRx038,SPR
SPRx039,SPR
TATx001,TAT
TATx002,TAT
TATx003,TAT
TATx004,TAT
TATx005,TAT
TATx006,TAT
TATx007,TAT
TATx008,TAT
TATx009,TAT
TATx010,TAT
TATx011,TAT
TATx012,TAT
TATx013,TAT
TATx014,TAT
TATx015,TAT
TATx016,TAT
TATx017,TAT
TATx018,TAT
TATx019,TAT
TATx020,TAT
TATx021,TAT
TATx022,TAT
TATx023,TAT
TATx024,TAT
TATx025,TAT
TATx026,TAT
TATx027,TAT
TATx028,TAT
TATx029,TAT
TATx030,TAT
TATx031,TAT
TATx032,TAT
TATx033,TAT
TATx034,TAT
TATx035,TAT
TATx036,TAT
TATx037,TAT
TATx038,TAT
TATx039,TAT
TATx040,TAT
TOGx001,TOG
TOGx002,TOG
TOGx003,TOG
TOGx004,TOG
TOGx005,TOG
TOGx006,TOG
TOGx007,TOG
TOGx008,TOG
TOGx009,TOG
TOGx010,TOG
TOGx011,TOG
TOGx012,TOG
TOGx013,TOG
TOGx014,TOG
TOGx015,TOG
TOGx016,TOG
TOGx017,TOG
TOGx018,TOG
TOGx019,TOG
TOGx020,TOG
TOGx021,TOG
TOGx022,TOG
TOGx023,TOG
TOGx024,TOG
TOGx025,TOG
TOGx026,TOG
TOGx027,TOG
TOGx028,TOG
TOGx029,TOG
TOGx030,TOG
TOGx031,TOG
TOGx032,TOG
TOGx033,TOG
TOGx034,TOG
TOGx035,TOG
TOGx036,TOG
TOGx037,TOG
TOGx038,TOG
TOGx039,TOG
TOGx040,TOG
TOGx041,TOG
TOGx042,TOG
TOGx043,TOG
TOGx044,TOG
TOGx045,TOG
TOGx046,TOG
TOGx047,TOG
TUCx001,TUC
TUCx002,TUC
TUCx003,TUC
TUCx004,TUC
TUCx005,TUC
TUCx006,TUC
TUCx007,TUC
TUCx008,TUC
TUCx009,TUC
TUCx010,TUC
TUCx011,TUC
TUCx012,TUC
TUCx013,TUC
TUCx014,TUC
TUCx015,TUC
TUCx016,TUC
TUCx017,TUC
TUCx018,TUC
TUCx019,TUC
TUCx020,TUC
TUCx021,TUC
TUCx022,TUC
TUCx023,TUC
TUCx024,TUC
TUCx025,TUC
TUCx026,TUC
TUCx027,TUC
TUCx028,TUC
TUCx029,TUC
TUCx030,TUC
TUCx031,TUC
TUCx032,TUC
TUCx033,TUC
TUCx034,TUC
TUCx035,TUC
TUCx036,TUC
TUCx037,TUC
TUCx038,TUC
TUCx039,TUC
TUCx040,TUC
TUCx041,TUC
TUCx042,TUC
TUCx043,TUC
TUCx044,TUC
TUCx045,TUC
TUCx046,TUC
WARx001,WAR
WARx002,WAR
WARx003,WAR
WARx004,WAR
WARx005,WAR
WARx006,WAR
WARx007,WAR
WARx008,WAR
WARx009,WAR
WARx010,WAR
WARx011,WAR
WARx012,WAR
WARx013,WAR
WARx014,WAR
WARx015,WAR
WARx016,WAR
WARx017,WAR
WARx018,WAR
WARx019,WAR
WARx020,WAR
WARx021,WAR
WARx022,WAR
WARx023,WAR
WARx024,WAR
WARx025,WAR
WARx026,WAR
WARx027,WAR
WARx028,WAR
WARx029,WAR
WARx030,WAR
WARx031,WAR
WARx032,WAR
WARx033,WAR
WARx034,WAR
WARx035,WAR
WARx036,WAR
WARx037,WAR
WARx038,WAR
WARx039,WAR
WARx040,WAR
WARx041,WAR
WARx042,WAR
WARx043,WAR
WARx044,WAR
WARx045,WAR
WARx046,WAR
WARx047,WAR
WELx001,WEL
WELx002,WEL
WELx003,WEL
WELx004,WEL
WELx005,WEL
WELx006,WEL
WELx007,WEL
WELx008,WEL
WELx009,WEL
WELx010,WEL
WELx011,WEL
WELx012,WEL
WELx013,WEL
WELx014,WEL
WELx015,WEL
WELx016,WEL
WELx017,WEL
WELx018,WEL
WELx019,WEL
WELx020,WEL
WELx021,WEL
WELx022,WEL
WELx023,WEL
WELx024,WEL
WELx025,WEL
WELx026,WEL
WELx027,WEL
WELx028,WEL
WELx029,WEL
WELx030,WEL
WELx031,WEL
WELx032,WEL
WELx033,WEL
WELx034,WEL
WELx035,WEL
WELx036,WEL
WELx037,WEL
WELx038,WEL
WELx039,WEL
WELx040,WEL
WELx041,WEL
WELx042,WEL
WELx043,WEL
WELx044,WEL
WELx045,WEL
WENx001,WEN
WENx002,WEN
WENx003,WEN
WENx004,WEN
WENx005,WEN
WENx006,WEN
WENx007,WEN
WENx008,WEN
WENx009,WEN
WENx010,WEN
WENx011,WEN
WENx012,WEN
WENx013,WEN
WENx014,WEN
WENx015,WEN
WENx016,WEN
WENx017,WEN
WENx018,WEN
WENx019,WEN
WENx020,WEN
WENx021,WEN
WENx022,WEN
WENx023,WEN
WENx024,WEN
WENx025,WEN
WENx026,WEN
WENx027,WEN
WENx028,WEN
WENx029,WEN
WENx030,WEN
WENx031,WEN
WENx032,WEN
WENx033,WEN
WHIx001,WHI
WHIx002,WHI
WHIx003,WHI
WHIx004,WHI
WHIx005,WHI
WHIx006,WHI
WHIx007,WHI
WHIx008,WHI
WHIx009,WHI
WHIx010,WHI
WHIx011,WHI
WHIx012,WHI
WHIx013,WHI
WHIx014,WHI
WHIx015,WHI
WHIx016,WHI
WHIx017,WHI
WHIx018,WHI
WNCx001,WNC
WNCx002,WNC
WNCx003,WNC
WNCx004,WNC
WNCx005,WNC
WNCx007,WNC
WNCx008,WNC
WNCx009,WNC
WNCx010,WNC
WNCx011,WNC
WNCx012,WNC
WNCx013,WNC
WNCx014,WNC
WNCx015,WNC
WNCx016,WNC
WNCx017,WNC
WNCx018,WNC
WNCx019,WNC
WNCx020,WNC
WNCx021,WNC
WNCx022,WNC
WNCx023,WNC
WNCx024,WNC
WNCx025,WNC
WNCx026,WNC
WNCx027,WNC
WNCx028,WNC
WNCx029,WNC
WNCx030,WNC
WNCx031,WNC
WNCx032,WNC
WNCx033,WNC
WNCx034,WNC
WNCx035,WNC
WNCx036,WNC
WNCx037,WNC
WNCx038,WNC
WNCx039,WNC
WNCx040,WNC
WNCx041,WNC
WNCx042,WNC
WNCx043,WNC
WNCx044,WNC
WNCx045,WNC
WNCx046,WNC
YAKx001,YAK
YAKx002,YAK
YAKx003,YAK
YAKx004,YAK
YAKx005,YAK
YAKx006,YAK
YAKx007,YAK
YAKx008,YAK
YAKx009,YAK
YAKx010,YAK
YAKx011,YAK
YAKx012,YAK
YAKx013,YAK
YAKx014,YAK
YAKx015,YAK
YAKx016,YAK
YAKx017,YAK
YAKx018,YAK
YAKx019,YAK
YAKx020,YAK
YAKx021,YAK
YAKx022,YAK
YAKx023,YAK
YAKx024,YAK
YAKx025,YAK
YAKx026,YAK
YAKx027,YAK
YAKx028,YAK
YAKx029,YAK
YAKx030,YAK
YAKx031,YAK
YAKx032,YAK
YAKx033,YAK
YAKx034,YAK
YAKx035,YAK
YAKx036,YAK
YAKx037,YAK
YAKx038,YAK
YAKx039,YAK
YAKx040,YAK
YAKx041,YAK
YAKx042,YAK
YAKx043,YAK
YAKx044,YAK
YAKx045,YAK
YAKx046,YAK
YAKx047,YAK
X1964,X1964
KLTx001,KLT
KLTx002,KLT
KLTx003,KLT
KLTx004,KLT
KLTx005,KLT
KLTx006,KLT
KLTx007,KLT
KLTx008,KLT
KLTx009,KLT
KLTx010,KLT
KLTx011,KLT
KLTx012,KLT
KLTx013,KLT
KLTx014,KLT
KLTx015,KLT
KLTx016,KLT
KLTx017,KLT
KLTx018,KLT
KLTx019,KLT
KLTx020,KLT
KLTx021,KLT
KLTx022,KLT
KLTx023,KLT
KLTx024,KLT
KLTx025,KLT
KLTx026,KLT
KLTx027,KLT
KLTx028,KLT
KLTx029,KLT
KLTx030,KLT
KLTx031,KLT
KLTx032,KLT
KLTx033,KLT
KLTx034,KLT
KLTx035,KLT
KLTx036,KLT
KLTx037,KLT
KLTx038,KLT
KLTx039,KLT
KLTx040,KLT
KLTx041,KLT
KLTx042,KLT
KLTx043,KLT
KLTx044,KLT
KLTx045,KLT
KLTx046,KLT
KLTx047,KLT
KLTx048,KLT
KLTx049,KLT
KLTx050,KLT
KLTx051,KLT
KLTx052,KLT
KLTx053,KLT
KLTx054,KLT
KLTx055,KLT
KLTx056,KLT
KLTx057,KLT
KLTx058,KLT
KLTx059,KLT
KLTx060,KLT
KLTx061,KLT
KLTx062,KLT
KLTx063,KLT
KLTx064,KLT
KLTx065,KLT
KLTx066,KLT
KLTx067,KLT
KLTx068,KLT
KLTx069,KLT
KLTx070,KLT
KLTx071,KLT
KLTx072,KLT
KLTx073,KLT
KLTx074,KLT
KLTx075,KLT
KLTx076,KLT
KLTx077,KLT
KLTx078,KLT
KLTx079,KLT
KLTx080,KLT
